Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Vehicle Type,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,CarbonEmission
obese,male,omnivore,more frequently,wood,public,hybrid,often,341.81,rarely,174.0,large,6,6.7,2,2.9,Yes,2373.9
overweight,female,pescatarian,twice a day,coal,private,none,often,683.2,very frequently,1580.0,large,7,1.7,8,10.5,No,6923.11
normal,male,omnivore,less frequently,wood,public,petrol,often,356.47,frequently,1618.0,extra large,5,2.0,1,11.5,Sometimes,3818.92
underweight,female,omnivore,less frequently,natural gas,private,electric,sometimes,628.24,rarely,2582.0,extra large,5,6.8,3,5.0,No,4501.45
normal,male,pescatarian,more frequently,coal,public,electric,never,407.61,rarely,293.0,small,6,7.8,3,5.5,Yes,3094.36
underweight,female,pescatarian,twice a day,coal,private,petrol,never,649.41,rarely,721.0,large,8,3.9,5,5.4,No,4408.89
underweight,female,vegetarian,less frequently,electricity,private,electric,sometimes,783.39,never,1220.0,medium,2,5.4,9,10.2,No,3632.18
normal,female,pescatarian,daily,electricity,private,hybrid,never,267.89,rarely,2598.0,extra large,9,9.5,5,6.0,No,4106.25
underweight,male,omnivore,more frequently,natural gas,private,diesel,never,703.64,frequently,2817.0,large,5,9.5,2,5.1,No,5130.39
underweight,male,omnivore,less frequently,wood,private,hybrid,sometimes,535.28,very frequently,2978.0,medium,4,3.8,8,7.8,Sometimes,6812.97
obese,female,omnivore,more frequently,wood,private,electric,never,672.11,never,2878.0,small,8,8.3,4,6.4,Yes,4596.37
overweight,female,omnivore,daily,electricity,private,diesel,sometimes,556.11,never,18.0,medium,4,6.3,1,6.9,No,3700.55
obese,male,omnivore,more frequently,electricity,private,hybrid,often,396.76,rarely,143.0,medium,2,9.8,5,5.5,No,4160.04
obese,male,vegan,more frequently,wood,public,electric,never,259.65,frequently,443.0,large,5,5.3,2,6.1,No,2726.9
obese,female,omnivore,twice a day,coal,public,hybrid,sometimes,149.02,frequently,1047.0,extra large,5,8.0,7,1.4,Sometimes,4746.77
overweight,male,vegetarian,twice a day,natural gas,private,electric,often,474.86,never,2490.0,medium,4,7.9,2,11.2,Yes,3870.88
overweight,female,pescatarian,daily,natural gas,public,none,never,793.23,never,2678.0,medium,3,5.5,4,1.3,Sometimes,2514.93
normal,female,vegetarian,twice a day,natural gas,public,petrol,often,616.63,rarely,561.0,small,5,8.2,3,9.5,Yes,2381.09
obese,female,omnivore,less frequently,electricity,private,electric,never,329.14,rarely,1859.0,extra large,9,3.3,3,4.3,No,4110.94
overweight,male,omnivore,twice a day,coal,public,hybrid,often,679.04,frequently,2752.0,extra large,9,2.1,1,2.2,Yes,4661.2
normal,male,omnivore,less frequently,natural gas,private,electric,often,638.29,rarely,1391.0,extra large,9,4.8,7,7.7,Yes,4850.07
obese,female,omnivore,daily,coal,private,electric,never,297.15,frequently,311.0,extra large,6,9.5,2,8.8,Yes,5697.58
obese,male,pescatarian,daily,electricity,private,hybrid,sometimes,110.02,rarely,1373.0,extra large,8,5.5,3,7.9,No,3340.05
underweight,male,omnivore,more frequently,electricity,public,hybrid,often,182.71,frequently,1127.0,small,1,6.7,5,7.3,Sometimes,3746.14
overweight,female,omnivore,less frequently,wood,public,diesel,sometimes,714.11,rarely,1733.0,extra large,1,6.6,8,6.9,No,3098.26
underweight,male,pescatarian,more frequently,coal,private,electric,often,685.59,frequently,1316.0,extra large,7,2.2,3,7.0,Sometimes,5258.25
obese,female,omnivore,more frequently,coal,private,none,often,306.65,never,52.0,large,5,4.5,2,10.5,Sometimes,4441.3
obese,female,vegan,more frequently,coal,walk/bicycle,petrol,never,299.64,rarely,2982.0,small,2,7.4,4,2.0,Sometimes,2273.11
obese,female,vegan,less frequently,wood,private,electric,often,655.01,never,1631.0,small,4,9.7,8,2.7,Sometimes,3295.45
normal,female,vegan,twice a day,natural gas,private,hybrid,often,756.42,rarely,1421.0,extra large,4,2.5,0,9.9,Sometimes,3578.52
underweight,male,omnivore,less frequently,natural gas,walk/bicycle,diesel,sometimes,645.4,rarely,2864.0,medium,6,4.7,4,4.3,No,3003.23
underweight,male,omnivore,twice a day,electricity,public,electric,sometimes,523.91,never,468.0,large,8,1.9,3,9.5,No,2586.56
obese,female,vegan,less frequently,wood,public,none,sometimes,269.87,very frequently,568.0,large,3,3.2,4,4.9,Sometimes,3993.06
underweight,male,omnivore,daily,coal,public,hybrid,never,468.02,never,2424.0,medium,7,4.4,6,11.2,Yes,3215.71
obese,male,vegan,daily,wood,public,none,sometimes,263.46,frequently,782.0,extra large,2,5.9,6,4.1,No,3021.1
obese,female,vegan,twice a day,electricity,private,none,never,665.61,very frequently,2398.0,extra large,9,3.1,6,5.7,Sometimes,6060.53
underweight,female,vegetarian,more frequently,natural gas,private,petrol,never,370.87,never,815.0,small,7,3.0,0,2.7,Sometimes,3428.58
overweight,male,omnivore,more frequently,natural gas,private,petrol,sometimes,683.59,rarely,100.0,extra large,1,8.0,8,8.3,Yes,4645.13
obese,male,omnivore,more frequently,electricity,walk/bicycle,electric,often,367.13,never,1551.0,small,4,9.7,6,5.4,Yes,2147.06
obese,female,vegetarian,more frequently,wood,public,petrol,often,676.9,never,590.0,small,2,3.9,3,11.4,Sometimes,2317.49
underweight,female,omnivore,less frequently,electricity,private,electric,sometimes,333.32,rarely,2274.0,large,5,7.2,3,1.2,Yes,4511.24
underweight,female,omnivore,daily,coal,public,electric,often,408.09,very frequently,1924.0,medium,9,3.3,1,5.3,No,5406.75
underweight,male,omnivore,less frequently,coal,private,hybrid,never,530.84,never,2771.0,medium,3,9.4,5,1.3,Sometimes,4710.93
obese,male,vegan,less frequently,electricity,private,hybrid,sometimes,149.2,rarely,2349.0,small,5,7.1,9,4.6,No,3781.54
overweight,female,pescatarian,less frequently,coal,private,diesel,never,763.74,rarely,542.0,large,2,8.2,2,5.2,Sometimes,4522.41
overweight,male,omnivore,twice a day,coal,private,petrol,sometimes,501.52,frequently,2400.0,medium,4,1.4,0,3.8,No,5665.17
overweight,male,omnivore,daily,natural gas,public,diesel,often,455.47,never,1925.0,small,2,6.4,4,3.8,Sometimes,3025.74
obese,male,pescatarian,twice a day,wood,private,none,often,687.58,rarely,2007.0,small,8,5.7,5,3.9,No,4254.37
underweight,male,vegan,more frequently,natural gas,public,electric,never,706.03,rarely,2497.0,medium,7,3.6,4,3.9,Yes,2483.63
overweight,female,omnivore,daily,natural gas,public,electric,often,465.58,rarely,1721.0,medium,7,3.4,4,4.1,Sometimes,2632.68
overweight,male,omnivore,twice a day,wood,private,hybrid,often,749.08,very frequently,1398.0,medium,7,6.2,9,10.4,Sometimes,6947.08
overweight,male,vegetarian,twice a day,natural gas,walk/bicycle,none,never,145.32,frequently,1910.0,large,9,7.4,7,1.4,Sometimes,3273.3
obese,female,pescatarian,less frequently,coal,private,electric,never,179.26,never,894.0,small,2,1.3,9,11.9,Sometimes,4186.44
underweight,female,pescatarian,twice a day,electricity,private,electric,never,517.75,rarely,548.0,extra large,6,6.1,0,4.1,No,3449.29
normal,female,pescatarian,twice a day,electricity,private,none,sometimes,347.85,rarely,1850.0,medium,4,2.5,7,1.3,Sometimes,3744.88
underweight,female,omnivore,more frequently,wood,public,none,never,424.96,rarely,702.0,large,6,2.3,6,2.9,Yes,3482.17
underweight,female,omnivore,more frequently,electricity,private,electric,sometimes,329.66,rarely,240.0,large,9,6.6,0,11.4,No,3958.91
underweight,male,vegetarian,twice a day,electricity,private,none,sometimes,383.31,rarely,2.0,medium,1,3.8,8,12.0,Sometimes,3000.84
overweight,male,vegetarian,twice a day,electricity,private,petrol,sometimes,675.85,rarely,1825.0,medium,2,5.0,3,3.7,Sometimes,3596.22
underweight,male,vegetarian,twice a day,electricity,private,none,never,515.43,very frequently,1086.0,medium,6,4.2,6,3.5,No,5886.9
overweight,female,vegan,less frequently,natural gas,public,diesel,sometimes,798.14,never,2257.0,medium,7,6.8,2,10.2,No,2031.87
obese,female,omnivore,less frequently,coal,private,diesel,often,650.82,very frequently,1126.0,large,3,5.2,7,11.1,Sometimes,7190.12
normal,male,omnivore,less frequently,coal,private,electric,never,291.57,rarely,1458.0,medium,1,9.7,3,8.2,No,4631.78
obese,female,vegetarian,more frequently,electricity,private,electric,never,285.04,rarely,1221.0,small,7,4.2,1,11.3,Yes,3437.04
obese,female,pescatarian,daily,wood,private,hybrid,sometimes,335.13,frequently,1952.0,small,2,7.7,1,11.5,Sometimes,4634.79
normal,male,pescatarian,less frequently,natural gas,walk/bicycle,none,never,690.28,rarely,1068.0,medium,6,3.3,7,9.4,Sometimes,2383.28
underweight,male,vegetarian,less frequently,electricity,private,diesel,sometimes,119.1,rarely,2891.0,medium,4,5.6,7,4.8,No,3655.55
underweight,male,vegetarian,twice a day,electricity,walk/bicycle,hybrid,never,261.13,rarely,2808.0,large,4,6.0,0,2.6,Yes,2002.63
overweight,female,omnivore,less frequently,wood,private,electric,sometimes,733.44,rarely,2544.0,small,9,4.0,5,6.7,Yes,4566.39
underweight,male,omnivore,daily,natural gas,private,petrol,never,547.93,very frequently,2761.0,small,7,5.2,8,4.2,Sometimes,7021.18
normal,female,omnivore,more frequently,electricity,public,none,never,258.79,frequently,1347.0,large,1,3.5,8,2.3,Yes,3792.22
obese,male,omnivore,less frequently,wood,private,hybrid,sometimes,253.4,never,1609.0,medium,4,1.1,1,5.3,Yes,3748.31
underweight,male,omnivore,more frequently,natural gas,public,petrol,often,703.83,never,2226.0,extra large,6,2.9,7,6.3,Yes,2886.72
overweight,male,omnivore,less frequently,natural gas,walk/bicycle,electric,never,725.63,rarely,2088.0,large,2,7.3,7,8.3,Sometimes,3279.31
obese,male,omnivore,more frequently,electricity,private,diesel,often,279.29,never,2672.0,large,4,7.9,3,3.4,Sometimes,3829.53
obese,male,omnivore,more frequently,wood,private,hybrid,often,394.36,rarely,2149.0,extra large,2,3.5,3,10.6,Yes,4166.88
overweight,male,omnivore,less frequently,wood,public,hybrid,never,684.22,never,2994.0,small,1,4.7,4,3.0,Yes,2566.53
obese,female,omnivore,less frequently,electricity,private,electric,never,639.71,rarely,1046.0,large,1,1.3,9,12.0,Sometimes,4566.62
overweight,female,omnivore,more frequently,electricity,private,electric,sometimes,669.74,never,2499.0,small,9,3.1,6,7.1,Sometimes,4218.61
overweight,female,vegetarian,daily,electricity,private,diesel,sometimes,462.88,rarely,2093.0,small,9,8.0,0,2.6,No,3672.2
normal,female,omnivore,daily,wood,private,diesel,often,738.08,rarely,2074.0,large,4,6.5,8,10.2,No,4878.99
normal,female,omnivore,daily,natural gas,public,diesel,sometimes,328.17,rarely,978.0,large,8,2.9,2,3.8,Yes,3104.47
underweight,female,omnivore,daily,electricity,private,petrol,sometimes,209.67,very frequently,2357.0,medium,7,3.3,3,3.1,Sometimes,6150.78
normal,female,vegetarian,less frequently,coal,private,petrol,sometimes,596.11,frequently,2701.0,small,5,8.4,6,2.5,Sometimes,5428.22
obese,male,omnivore,twice a day,coal,public,electric,sometimes,477.55,rarely,656.0,large,2,2.9,4,7.1,Sometimes,3300.51
underweight,male,pescatarian,more frequently,electricity,private,hybrid,never,698.21,never,1876.0,small,9,4.0,4,10.7,Yes,3681.75
underweight,female,omnivore,daily,coal,private,petrol,sometimes,156.81,frequently,1176.0,large,7,7.0,0,10.9,No,5134.5
overweight,female,omnivore,daily,natural gas,public,electric,often,690.58,very frequently,2969.0,large,4,6.1,1,9.6,Sometimes,5909.41
normal,male,omnivore,twice a day,natural gas,private,petrol,never,305.31,frequently,1436.0,medium,2,5.1,4,7.4,Sometimes,5512.8
overweight,female,omnivore,twice a day,coal,public,diesel,never,558.4,never,685.0,medium,2,9.1,1,6.8,No,3230.5
underweight,female,pescatarian,less frequently,wood,public,electric,often,128.09,very frequently,1146.0,medium,3,3.0,0,5.1,Sometimes,4777.35
overweight,male,pescatarian,more frequently,electricity,private,diesel,never,526.71,never,1962.0,large,6,7.7,9,1.5,Sometimes,4041.57
obese,male,vegan,more frequently,wood,private,none,never,602.09,frequently,228.0,medium,1,2.4,2,10.2,No,4126.73
obese,female,omnivore,twice a day,natural gas,private,hybrid,often,358.13,very frequently,1811.0,small,5,6.5,0,12.0,No,6485.6
underweight,female,omnivore,twice a day,coal,private,diesel,sometimes,250.79,never,2794.0,small,3,8.8,9,11.1,Sometimes,4937.9
obese,male,vegetarian,twice a day,electricity,public,hybrid,never,476.34,very frequently,2551.0,large,7,5.1,7,11.3,Sometimes,4431.17
normal,male,omnivore,less frequently,coal,public,electric,sometimes,683.23,rarely,203.0,medium,7,7.5,7,4.7,Sometimes,3808.96
underweight,female,omnivore,more frequently,coal,private,none,often,326.48,very frequently,2980.0,extra large,5,8.4,7,2.1,No,6901.81
normal,male,omnivore,twice a day,wood,public,hybrid,never,276.73,never,2096.0,large,9,2.2,6,10.6,Sometimes,2958.06
obese,female,omnivore,daily,wood,walk/bicycle,petrol,sometimes,295.25,very frequently,487.0,extra large,8,7.4,6,9.4,No,4867.54
overweight,female,vegan,more frequently,coal,walk/bicycle,electric,often,764.39,never,37.0,large,9,9.3,1,5.3,Sometimes,2509.18
normal,male,vegetarian,more frequently,natural gas,private,none,never,351.49,frequently,514.0,extra large,6,6.2,8,10.2,Yes,4865.9
normal,male,pescatarian,daily,electricity,private,petrol,never,102.52,rarely,2515.0,small,8,2.7,6,2.5,Sometimes,3960.21
obese,female,omnivore,daily,coal,private,petrol,sometimes,647.18,rarely,65.0,extra large,2,2.1,4,8.2,Sometimes,4857.18
normal,male,omnivore,more frequently,coal,walk/bicycle,none,never,589.49,never,699.0,medium,5,3.3,3,11.5,Sometimes,2490.05
normal,female,omnivore,more frequently,coal,private,diesel,sometimes,190.0,frequently,2272.0,extra large,8,1.9,7,11.0,Yes,5373.98
overweight,male,omnivore,twice a day,coal,public,none,sometimes,789.43,never,1758.0,extra large,2,5.6,4,9.4,No,3159.52
underweight,male,omnivore,less frequently,wood,private,none,never,525.64,rarely,2348.0,small,2,1.6,5,3.9,Sometimes,4372.01
obese,female,pescatarian,less frequently,wood,private,none,often,450.55,never,2238.0,medium,3,3.0,3,2.1,No,3677.52
overweight,female,pescatarian,twice a day,natural gas,private,hybrid,never,367.55,very frequently,152.0,medium,2,5.0,1,4.6,No,6096.65
overweight,female,omnivore,daily,electricity,walk/bicycle,diesel,often,729.07,never,2678.0,extra large,4,5.3,6,7.8,Yes,2661.13
underweight,female,vegan,daily,coal,private,electric,sometimes,270.77,never,681.0,large,4,6.1,1,4.5,Yes,3329.56
underweight,male,pescatarian,daily,natural gas,public,petrol,sometimes,300.04,never,1660.0,medium,1,7.4,6,5.5,Sometimes,2812.8
obese,female,omnivore,daily,wood,private,hybrid,never,185.69,rarely,1933.0,medium,6,1.4,6,5.4,Sometimes,4312.26
obese,male,pescatarian,twice a day,electricity,private,diesel,never,631.38,never,506.0,large,7,1.7,0,4.7,Yes,3745.97
obese,female,omnivore,more frequently,natural gas,private,none,never,516.88,rarely,2929.0,small,7,1.5,9,11.2,Yes,4900.0
overweight,male,omnivore,twice a day,electricity,private,hybrid,sometimes,526.35,frequently,1464.0,small,5,4.8,9,4.5,Sometimes,5248.42
normal,male,omnivore,daily,electricity,private,hybrid,never,252.93,frequently,173.0,small,4,1.4,2,11.9,Sometimes,5188.16
underweight,male,vegetarian,twice a day,electricity,private,petrol,often,555.82,rarely,2812.0,medium,2,7.7,2,3.3,No,3772.39
obese,female,omnivore,less frequently,wood,private,electric,often,635.82,never,1759.0,medium,5,3.0,5,10.6,Sometimes,4226.31
obese,male,omnivore,less frequently,coal,private,diesel,sometimes,350.52,rarely,2098.0,large,4,9.5,2,9.1,Yes,4912.71
overweight,female,omnivore,daily,electricity,walk/bicycle,diesel,sometimes,660.94,never,1576.0,large,8,5.4,8,8.4,No,2708.34
obese,female,omnivore,twice a day,natural gas,walk/bicycle,diesel,never,344.15,frequently,2504.0,large,1,5.0,4,5.9,No,3664.22
overweight,male,vegetarian,less frequently,electricity,private,none,never,630.7,never,99.0,extra large,7,8.0,5,10.0,No,4127.54
normal,female,pescatarian,more frequently,electricity,public,none,often,123.61,rarely,805.0,small,5,7.4,5,6.4,No,2197.36
overweight,male,omnivore,daily,wood,walk/bicycle,hybrid,often,485.82,rarely,1409.0,medium,5,6.5,7,2.5,No,3075.51
underweight,male,omnivore,twice a day,natural gas,private,electric,sometimes,778.67,frequently,230.0,large,1,9.4,9,4.1,No,5295.05
overweight,female,omnivore,daily,electricity,public,petrol,never,786.87,never,2118.0,medium,9,4.8,2,3.0,Yes,2485.08
normal,female,omnivore,less frequently,wood,walk/bicycle,petrol,never,297.23,rarely,1181.0,extra large,7,8.3,8,7.3,Yes,2273.19
normal,female,omnivore,more frequently,wood,private,electric,never,408.98,never,818.0,large,2,4.4,6,8.2,Sometimes,3783.4
underweight,male,omnivore,less frequently,coal,private,diesel,never,144.08,frequently,10.0,large,5,8.5,5,4.7,Yes,5034.95
overweight,male,omnivore,daily,coal,walk/bicycle,electric,often,711.34,very frequently,2159.0,extra large,8,3.3,0,1.4,Yes,5325.37
underweight,female,pescatarian,more frequently,coal,private,petrol,never,498.0,rarely,2501.0,small,7,3.6,3,8.2,Sometimes,4267.99
normal,female,pescatarian,twice a day,electricity,private,none,often,369.57,rarely,1185.0,small,2,7.1,4,1.7,No,4184.01
overweight,male,omnivore,less frequently,electricity,private,electric,sometimes,178.94,very frequently,1693.0,medium,7,2.9,1,11.6,Yes,6282.69
obese,female,omnivore,more frequently,electricity,private,hybrid,never,762.74,rarely,683.0,medium,6,3.1,0,10.8,Yes,4077.58
normal,female,pescatarian,daily,wood,public,none,often,471.15,rarely,1867.0,large,8,3.7,1,10.1,No,2553.62
normal,male,omnivore,twice a day,electricity,public,hybrid,often,298.05,rarely,36.0,small,9,7.1,7,5.0,No,2936.38
underweight,female,vegetarian,daily,wood,walk/bicycle,hybrid,often,345.15,rarely,1466.0,medium,7,9.0,9,9.2,Yes,2517.44
normal,male,pescatarian,daily,natural gas,private,electric,never,289.49,never,1933.0,small,8,7.1,5,1.5,No,3805.12
underweight,male,omnivore,twice a day,electricity,private,hybrid,often,521.27,frequently,2755.0,medium,7,8.5,9,2.0,Yes,5294.7
overweight,female,omnivore,more frequently,natural gas,private,diesel,often,750.97,rarely,1144.0,extra large,7,5.9,1,6.4,No,4601.42
obese,male,pescatarian,more frequently,coal,private,electric,sometimes,699.69,never,2296.0,extra large,1,1.6,8,7.5,Sometimes,4874.04
obese,female,omnivore,twice a day,natural gas,private,petrol,never,422.27,frequently,1793.0,medium,5,1.9,7,9.4,Yes,5068.04
underweight,male,omnivore,twice a day,natural gas,walk/bicycle,diesel,often,678.55,rarely,2781.0,extra large,5,6.0,3,4.3,No,3066.97
obese,male,vegan,daily,wood,public,none,often,396.17,never,1195.0,small,4,4.0,9,7.0,No,2379.35
obese,female,omnivore,daily,wood,private,electric,never,276.61,rarely,957.0,medium,1,3.0,6,1.7,Sometimes,4337.65
normal,male,omnivore,less frequently,wood,public,petrol,never,788.39,frequently,2661.0,extra large,7,5.2,2,6.2,No,4077.27
