Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km)
BMW,Model_293,FULL-SIZE,5.0,6,AM,X,13.9,10.9,12.5,19.0,289
Mercedes,Model_294,TWO-SEATER,6.0,6,M,X,16.9,13.2,15.3,15.0,361
Hyundai,Model_295,FULL-SIZE,3.4,4,M,E,12.5,9.8,11.3,21.0,265
Honda,Model_296,MID-SIZE,2.7,3,AM,Z,6.1,4.8,5.5,43.0,128
Honda,Model_297,PICKUP TRUCK,6.2,4,AM,Z,16.7,13.0,15.0,16.0,349
GM,Model_298,SUV - SMALL,1.5,6,A,E,6.2,4.8,5.6,42.0,129
Honda,Model_299,FULL-SIZE,2.7,8,A,Z,8.1,6.3,7.3,32.0,171
Toyota,Model_300,FULL-SIZE,2.8,4,M,D,6.2,4.9,5.6,42.0,147
VW,Model_301,SUV - SMALL,1.7,4,AM,D,4.5,3.5,4.0,59.0,98
Ford,Model_302,SUV - SMALL,1.5,4,A,Z,5.7,4.5,5.1,46.0,119
BMW,Model_303,STATION WAGON,4.4,6,M,X,12.0,9.4,10.8,22.0,249
Hyundai,Model_304,FULL-SIZE,5.5,6,AM,X,16.1,12.6,14.5,16.0,342
Hyundai,Model_305,TWO-SEATER,3.8,4,M,Z,10.1,7.8,9.1,26.0,211
BMW,Model_306,PICKUP TRUCK,4.8,4,AS,X,13.9,10.8,12.5,19.0,286
Hyundai,Model_307,MID-SIZE,5.8,8,AS,Z,16.0,12.5,14.4,16.0,327
VW,Model_308,COMPACT,3.2,6,AV,Z,9.6,7.5,8.6,27.0,203
BMW,Model_309,MID-SIZE,1.7,6,AV,X,6.0,4.7,5.4,44.0,126
VW,Model_310,FULL-SIZE,2.0,8,AM,D,5.8,4.5,5.3,44.0,147
Hyundai,Model_311,MID-SIZE,4.4,8,AV,Z,13.1,10.3,11.8,20.0,268
GM,Model_312,TWO-SEATER,4.9,4,AS,X,13.1,10.2,11.8,20.0,278
Honda,Model_313,SUV - STANDARD,5.7,4,AV,X,16.0,12.5,14.4,16.0,337
Mercedes,Model_314,COMPACT,3.9,4,M,N,11.6,9.0,10.4,23.0,237
Hyundai,Model_315,MINIVAN,4.6,6,AS,D,10.2,7.9,9.2,26.0,245
Mercedes,Model_316,SUV - SMALL,3.3,4,M,X,10.5,8.2,9.5,25.0,211
Ford,Model_317,MINIVAN,2.9,6,AS,N,8.7,6.8,7.9,30.0,181
Toyota,Model_318,TWO-SEATER,1.2,4,AV,X,4.6,3.6,4.2,56.0,94
VW,Model_319,STATION WAGON,3.9,6,AS,Z,9.7,7.6,8.7,27.0,198
Mercedes,Model_320,STATION WAGON,3.0,3,AS,X,7.0,5.4,6.3,37.0,146
Mercedes,Model_321,COMPACT,4.7,4,M,E,17.4,13.5,15.6,15.0,360
Toyota,Model_322,SUV - SMALL,1.6,4,AV,D,4.4,3.4,4.0,59.0,101
GM,Model_323,TWO-SEATER,6.0,4,AS,X,15.3,12.0,13.8,17.0,326
VW,Model_324,FULL-SIZE,3.8,6,AS,E,15.7,12.2,14.1,17.0,331
GM,Model_325,STATION WAGON,3.5,4,AV,D,7.8,6.1,7.0,34.0,186
VW,Model_326,SUV - STANDARD,5.2,6,AS,E,17.6,13.8,15.9,15.0,366
Ford,Model_327,SUV - SMALL,1.6,4,AV,E,4.9,3.8,4.4,53.0,114
Hyundai,Model_328,MINIVAN,3.3,8,M,D,10.4,8.1,9.4,25.0,253
BMW,Model_329,STATION WAGON,4.0,8,AS,Z,11.2,8.8,10.1,23.0,225
BMW,Model_330,STATION WAGON,2.2,4,A,D,4.9,3.8,4.4,53.0,116
BMW,Model_331,TWO-SEATER,1.7,4,A,Z,4.5,3.5,4.0,59.0,94
GM,Model_332,MID-SIZE,1.4,4,M,E,5.0,3.9,4.5,52.0,102
BMW,Model_333,FULL-SIZE,5.0,4,AV,X,12.9,10.1,11.7,20.0,264
VW,Model_334,SUV - STANDARD,4.4,4,A,X,11.3,8.8,10.2,23.0,242
Honda,Model_335,COMPACT,4.6,4,A,Z,12.3,9.6,11.1,21.0,257
Ford,Model_336,MINIVAN,1.4,6,AS,X,5.6,4.4,5.1,46.0,115
Hyundai,Model_337,STATION WAGON,4.7,4,AM,D,10.3,8.0,9.3,25.0,247
VW,Model_338,SUV - SMALL,5.6,8,M,D,14.6,11.4,13.2,18.0,361
GM,Model_339,STATION WAGON,1.6,8,A,Z,6.3,4.9,5.7,41.0,130
Mercedes,Model_340,MINIVAN,6.0,6,A,X,15.3,11.9,13.8,17.0,310
Hyundai,Model_341,SUV - STANDARD,3.6,4,AV,X,10.9,8.5,9.8,24.0,225
VW,Model_342,PICKUP TRUCK,3.5,4,AS,N,8.3,6.5,7.5,31.0,184
Mercedes,Model_343,STATION WAGON,3.2,6,M,D,7.6,5.9,6.8,35.0,182
Ford,Model_344,MID-SIZE,2.3,4,AV,X,6.8,5.3,6.2,38.0,136
Honda,Model_345,SUV - STANDARD,4.1,6,A,D,9.5,7.4,8.6,27.0,228
Toyota,Model_346,SUV - STANDARD,6.3,4,A,E,22.5,17.5,20.2,12.0,472
Mercedes,Model_347,FULL-SIZE,5.4,4,AV,Z,15.8,12.3,14.2,17.0,328
Hyundai,Model_348,STATION WAGON,1.7,6,M,Z,5.6,4.4,5.0,47.0,108
GM,Model_349,SUV - SMALL,2.2,4,AV,X,6.0,4.7,5.4,44.0,117
Hyundai,Model_350,PICKUP TRUCK,3.2,4,AM,Z,8.8,6.9,8.0,29.0,190
Honda,Model_351,SUV - STANDARD,1.2,6,A,D,4.6,3.6,4.2,56.0,109
BMW,Model_352,PICKUP TRUCK,6.2,6,A,N,15.4,12.0,13.9,17.0,322
Toyota,Model_353,STATION WAGON,5.6,6,AS,D,13.2,10.3,11.9,20.0,324
BMW,Model_354,FULL-SIZE,4.9,4,AV,Z,13.3,10.3,11.9,20.0,269
VW,Model_355,TWO-SEATER,2.2,4,AV,X,6.6,5.1,5.9,40.0,132
GM,Model_356,COMPACT,5.9,4,AV,E,20.9,16.3,18.8,13.0,435
Ford,Model_357,SUV - SMALL,2.6,3,AM,E,9.6,7.5,8.6,27.0,193
Honda,Model_358,SUV - SMALL,4.3,8,AS,X,13.8,10.8,12.4,19.0,291
Hyundai,Model_359,MINIVAN,3.3,8,AM,D,8.3,6.5,7.5,31.0,206
VW,Model_360,PICKUP TRUCK,5.5,4,AV,E,20.0,15.6,18.0,13.0,420
GM,Model_361,FULL-SIZE,3.1,8,A,Z,10.9,8.5,9.8,24.0,217
GM,Model_362,SUV - STANDARD,6.1,4,A,X,17.0,13.2,15.3,15.0,358
Toyota,Model_363,FULL-SIZE,6.1,8,AM,X,17.8,13.9,16.1,15.0,376
Honda,Model_364,MID-SIZE,1.0,8,AS,X,4.0,3.0,3.5,67.0,85
Hyundai,Model_365,MINIVAN,3.2,6,AM,D,8.3,6.5,7.5,31.0,207
Toyota,Model_366,MID-SIZE,5.9,6,AV,Z,15.5,12.1,13.9,17.0,321
Honda,Model_367,SUV - SMALL,2.8,3,AM,D,6.5,5.1,5.9,40.0,167
Honda,Model_368,PICKUP TRUCK,6.2,3,A,Z,14.4,11.3,13.0,18.0,295
BMW,Model_369,COMPACT,4.6,6,AS,X,14.4,11.2,13.0,18.0,290
VW,Model_370,SUV - STANDARD,3.9,6,AM,Z,10.9,8.5,9.8,24.0,221
Ford,Model_371,MINIVAN,6.1,8,AM,D,15.7,12.2,14.1,17.0,371
Honda,Model_372,SUV - STANDARD,1.2,6,M,D,4.0,3.0,3.5,67.0,93
Honda,Model_373,SUV - STANDARD,3.1,6,AV,Z,9.4,7.3,8.5,28.0,194
GM,Model_374,STATION WAGON,3.7,4,A,X,10.1,7.9,9.1,26.0,207
BMW,Model_375,MINIVAN,5.8,8,AS,X,18.0,14.1,16.3,14.0,371
GM,Model_376,PICKUP TRUCK,1.7,6,AV,X,5.2,4.0,4.7,50.0,109
Ford,Model_377,SUV - STANDARD,4.4,4,M,X,11.1,8.7,10.0,24.0,229
GM,Model_378,MINIVAN,6.2,8,M,N,16.8,13.1,15.2,15.0,354
Ford,Model_379,SUV - STANDARD,1.7,6,AM,E,6.6,5.2,6.0,39.0,140
Honda,Model_380,SUV - SMALL,5.5,8,AM,X,16.0,12.5,14.4,16.0,328
Toyota,Model_381,MID-SIZE,4.3,4,M,E,13.9,10.9,12.6,19.0,289
Toyota,Model_382,FULL-SIZE,3.9,4,AV,Z,11.7,9.1,10.5,22.0,242
BMW,Model_383,FULL-SIZE,4.4,8,AS,Z,12.0,9.4,10.8,22.0,245
Toyota,Model_384,SUV - SMALL,1.8,12,AV,D,7.4,5.8,6.7,35.0,176
Ford,Model_385,COMPACT,5.6,8,AM,X,16.1,12.6,14.5,16.0,342
VW,Model_386,MINIVAN,3.0,8,M,D,8.1,6.3,7.3,32.0,198
Mercedes,Model_387,MID-SIZE,5.0,4,AM,Z,12.7,9.9,11.5,20.0,273
Honda,Model_388,COMPACT,3.9,8,AS,X,11.8,9.2,10.6,22.0,237
Ford,Model_389,SUV - STANDARD,3.9,8,AV,X,12.9,10.1,11.6,20.0,260
Honda,Model_390,SUV - SMALL,4.5,6,AV,X,13.1,10.2,11.8,20.0,273
Toyota,Model_391,SUV - SMALL,3.0,3,AV,X,7.3,5.7,6.6,36.0,153
Honda,Model_392,PICKUP TRUCK,2.8,4,AM,X,8.0,6.2,7.2,33.0,161
GM,Model_393,COMPACT,2.1,6,M,Z,6.3,4.9,5.6,42.0,134
GM,Model_394,MID-SIZE,2.2,4,AM,X,6.3,4.9,5.7,41.0,123
Honda,Model_395,SUV - STANDARD,5.1,6,A,X,14.9,11.6,13.4,18.0,312
BMW,Model_396,FULL-SIZE,2.6,4,AM,D,6.5,5.0,5.8,41.0,157
Toyota,Model_397,MID-SIZE,4.4,8,M,Z,11.9,9.3,10.7,22.0,252
Mercedes,Model_398,PICKUP TRUCK,3.6,4,AM,E,13.4,10.5,12.1,19.0,281
Toyota,Model_399,MINIVAN,5.8,8,M,X,17.5,13.6,15.7,15.0,364
Ford,Model_400,COMPACT,2.2,4,A,X,5.4,4.2,4.8,49.0,110
BMW,Model_401,PICKUP TRUCK,3.6,4,AV,X,10.2,8.0,9.2,26.0,209
Mercedes,Model_402,TWO-SEATER,4.8,4,A,Z,12.6,9.9,11.4,21.0,266
GM,Model_403,MID-SIZE,4.6,6,M,E,16.9,13.2,15.2,15.0,346
Hyundai,Model_404,MID-SIZE,1.3,4,A,D,4.0,3.0,3.5,67.0,88
Honda,Model_405,TWO-SEATER,6.2,6,AM,Z,15.3,11.9,13.8,17.0,318
Honda,Model_406,COMPACT,2.5,4,AS,X,7.9,6.2,7.1,33.0,163
Toyota,Model_407,TWO-SEATER,3.7,8,A,Z,11.0,8.6,9.9,24.0,230
Mercedes,Model_408,PICKUP TRUCK,2.6,6,A,N,7.1,5.6,6.4,37.0,143
Toyota,Model_409,MINIVAN,5.3,4,AM,X,14.7,11.5,13.2,18.0,304
Ford,Model_410,SUV - SMALL,3.6,4,A,D,9.2,7.2,8.3,28.0,216
Ford,Model_411,STATION WAGON,1.1,4,A,D,4.3,3.3,3.9,60.0,102
Toyota,Model_412,MINIVAN,1.1,4,AM,E,5.1,4.0,4.6,51.0,107
VW,Model_413,SUV - STANDARD,2.0,4,AV,E,6.8,5.3,6.1,39.0,141
GM,Model_414,PICKUP TRUCK,5.2,8,AM,Z,15.0,11.7,13.5,17.0,306
Toyota,Model_415,TWO-SEATER,4.7,8,AM,X,12.3,9.6,11.0,21.0,256
Mercedes,Model_416,MID-SIZE,5.8,3,AV,X,16.8,13.1,15.1,16.0,358
Ford,Model_417,TWO-SEATER,5.5,8,A,N,14.2,11.1,12.8,18.0,301
Hyundai,Model_418,COMPACT,2.7,3,AM,Z,7.0,5.5,6.3,37.0,152
Toyota,Model_419,MID-SIZE,5.2,4,A,Z,14.8,11.6,13.4,18.0,309
Honda,Model_420,SUV - STANDARD,2.7,4,M,X,8.4,6.5,7.5,31.0,176
Honda,Model_421,SUV - STANDARD,2.7,6,AV,X,9.4,7.3,8.5,28.0,195
VW,Model_422,STATION WAGON,2.4,6,AS,Z,7.7,6.0,6.9,34.0,160
Mercedes,Model_423,STATION WAGON,4.5,4,A,X,12.0,9.3,10.8,22.0,251
Mercedes,Model_424,PICKUP TRUCK,1.1,8,A,Z,4.0,3.1,3.6,65.0,87
GM,Model_425,SUV - STANDARD,3.3,6,AM,N,9.6,7.5,8.7,27.0,197
GM,Model_426,STATION WAGON,5.8,3,A,Z,14.8,11.5,13.3,18.0,310
Mercedes,Model_427,SUV - SMALL,4.7,6,AV,Z,12.9,10.0,11.6,20.0,267
Mercedes,Model_428,MID-SIZE,5.3,4,M,Z,14.0,11.0,12.7,19.0,291
GM,Model_429,MINIVAN,4.4,6,AV,Z,11.4,8.9,10.2,23.0,239
BMW,Model_430,FULL-SIZE,2.1,4,AV,Z,5.9,4.6,5.4,44.0,131
BMW,Model_431,MINIVAN,2.6,4,AV,D,6.2,4.8,5.6,42.0,143
GM,Model_432,SUV - STANDARD,1.2,6,A,Z,4.0,3.0,3.5,67.0,82
GM,Model_433,COMPACT,6.3,6,M,Z,16.3,12.7,14.6,16.0,339
GM,Model_434,COMPACT,4.5,4,A,Z,12.2,9.5,11.0,21.0,258
VW,Model_435,MID-SIZE,2.5,4,M,Z,7.4,5.8,6.7,35.0,155
Mercedes,Model_436,PICKUP TRUCK,4.2,8,AM,X,13.3,10.4,12.0,20.0,282
Ford,Model_437,MINIVAN,6.0,8,A,X,16.7,13.0,15.1,16.0,353
GM,Model_438,PICKUP TRUCK,5.7,8,AM,E,21.5,16.8,19.4,12.0,442
Ford,Model_439,FULL-SIZE,3.2,6,AS,D,7.4,5.8,6.7,35.0,193
BMW,Model_440,MID-SIZE,1.4,6,AM,E,7.3,5.7,6.6,36.0,157
Ford,Model_441,FULL-SIZE,5.6,8,AM,D,13.8,10.7,12.4,19.0,340
Honda,Model_442,STATION WAGON,2.9,6,AM,X,9.0,7.1,8.1,29.0,186
VW,Model_443,MINIVAN,2.2,4,AM,X,6.0,4.7,5.4,44.0,127
Hyundai,Model_444,SUV - STANDARD,3.0,4,AV,N,7.8,6.1,7.0,34.0,157
VW,Model_445,PICKUP TRUCK,1.0,4,AS,X,4.1,3.2,3.7,64.0,88
Ford,Model_446,SUV - STANDARD,4.9,8,AV,D,12.4,9.7,11.2,21.0,294
BMW,Model_447,FULL-SIZE,2.0,4,A,X,4.4,3.4,3.9,60.0,84
BMW,Model_448,SUV - SMALL,2.7,6,M,E,10.3,8.0,9.3,25.0,221
Mercedes,Model_449,PICKUP TRUCK,1.7,6,AV,Z,7.5,5.8,6.7,35.0,157
Hyundai,Model_450,FULL-SIZE,5.4,8,M,X,16.2,12.7,14.6,16.0,329
BMW,Model_451,TWO-SEATER,6.1,8,A,Z,17.8,13.9,16.0,15.0,373
Mercedes,Model_452,PICKUP TRUCK,5.9,4,A,N,14.2,11.0,12.8,18.0,295
Toyota,Model_453,COMPACT,1.8,6,M,D,4.0,3.0,3.5,67.0,90
GM,Model_454,SUV - SMALL,5.6,4,AV,N,13.1,10.2,11.8,20.0,273
Ford,Model_455,MID-SIZE,3.4,3,AV,X,10.5,8.2,9.5,25.0,221
Hyundai,Model_456,MINIVAN,2.8,8,AM,Z,9.1,7.1,8.2,29.0,194
Hyundai,Model_457,STATION WAGON,4.2,8,AM,X,13.5,10.5,12.2,19.0,274
Ford,Model_458,FULL-SIZE,3.2,6,M,D,7.7,6.0,6.9,34.0,182
Hyundai,Model_459,MID-SIZE,2.0,6,M,Z,6.2,4.8,5.6,42.0,135
Toyota,Model_460,FULL-SIZE,2.1,4,A,X,5.2,4.0,4.7,50.0,112
VW,Model_461,SUV - STANDARD,4.8,4,AM,X,14.0,10.9,12.6,19.0,277
GM,Model_462,SUV - STANDARD,1.1,4,AM,D,4.3,3.4,3.9,60.0,103
GM,Model_463,SUV - STANDARD,3.8,6,AV,X,11.8,9.2,10.6,22.0,240
GM,Model_464,FULL-SIZE,2.9,4,AM,X,7.9,6.1,7.1,33.0,166
Hyundai,Model_465,SUV - SMALL,5.5,6,A,Z,13.9,10.9,12.5,19.0,291
Ford,Model_466,SUV - SMALL,1.4,6,M,Z,5.1,3.9,4.6,51.0,104
Mercedes,Model_467,SUV - SMALL,3.5,8,AV,X,10.8,8.4,9.8,24.0,230
Ford,Model_468,PICKUP TRUCK,5.1,6,AV,X,13.4,10.5,12.1,19.0,276
Hyundai,Model_469,PICKUP TRUCK,3.5,6,AV,E,14.0,10.9,12.6,19.0,293
Toyota,Model_470,STATION WAGON,3.3,4,AS,Z,10.6,8.3,9.6,25.0,225
Honda,Model_471,SUV - SMALL,2.0,4,M,D,4.2,3.3,3.8,62.0,102
Hyundai,Model_472,SUV - SMALL,6.1,4,AV,X,16.6,12.9,14.9,16.0,347
VW,Model_473,SUV - SMALL,4.9,4,A,X,13.0,10.1,11.7,20.0,274
Honda,Model_474,FULL-SIZE,1.6,6,M,Z,6.3,4.9,5.7,41.0,139
VW,Model_475,FULL-SIZE,1.1,4,AS,X,4.2,3.3,3.8,62.0,92
BMW,Model_476,TWO-SEATER,3.4,6,AM,Z,9.4,7.3,8.5,28.0,191
Hyundai,Model_477,TWO-SEATER,2.5,12,A,X,9.7,7.6,8.7,27.0,207
GM,Model_478,TWO-SEATER,6.3,4,A,X,16.8,13.1,15.1,16.0,343
BMW,Model_479,MINIVAN,2.2,8,AM,X,9.8,7.7,8.9,26.0,204
Honda,Model_480,SUV - STANDARD,1.6,8,M,Z,7.4,5.8,6.7,35.0,152
Honda,Model_481,STATION WAGON,2.1,8,AM,X,7.7,6.0,6.9,34.0,161
BMW,Model_482,SUV - SMALL,5.5,6,AS,Z,14.0,10.9,12.6,19.0,290
Honda,Model_483,PICKUP TRUCK,1.7,8,M,X,7.4,5.7,6.6,36.0,143
VW,Model_484,COMPACT,5.6,8,A,Z,15.5,12.1,14.0,17.0,329
VW,Model_485,SUV - STANDARD,3.4,4,A,D,8.8,6.9,7.9,30.0,219
GM,Model_486,SUV - SMALL,6.0,4,AV,E,21.4,16.7,19.3,12.0,448
GM,Model_487,SUV - STANDARD,1.3,8,A,Z,6.0,4.7,5.4,44.0,128
Mercedes,Model_488,FULL-SIZE,3.7,8,A,X,11.3,8.8,10.2,23.0,234
Mercedes,Model_489,TWO-SEATER,2.7,6,M,D,7.8,6.1,7.0,34.0,182
Mercedes,Model_490,STATION WAGON,4.7,4,AM,X,12.6,9.8,11.3,21.0,261
Ford,Model_491,SUV - SMALL,1.9,6,AS,X,6.9,5.4,6.2,38.0,137
Toyota,Model_492,COMPACT,4.9,8,A,X,14.1,11.0,12.7,19.0,295
Mercedes,Model_493,MINIVAN,5.3,3,M,Z,12.6,9.8,11.3,21.0,259
Honda,Model_494,MINIVAN,3.8,8,A,N,11.9,9.3,10.7,22.0,244
GM,Model_495,STATION WAGON,1.2,4,AM,D,4.0,3.0,3.5,67.0,92
Ford,Model_496,SUV - STANDARD,2.6,3,AV,X,6.0,4.6,5.4,44.0,126
BMW,Model_497,TWO-SEATER,4.4,4,AS,X,12.2,9.5,11.0,21.0,249
Hyundai,Model_498,SUV - SMALL,4.5,4,AS,Z,12.5,9.7,11.2,21.0,268
Mercedes,Model_499,MINIVAN,4.6,4,AS,X,14.1,11.0,12.7,19.0,298
VW,Model_500,SUV - STANDARD,3.4,4,AM,X,10.0,7.8,9.0,26.0,202
Toyota,Model_501,SUV - STANDARD,3.3,6,AS,Z,8.9,7.0,8.0,29.0,183
Mercedes,Model_502,TWO-SEATER,4.2,6,M,Z,11.8,9.2,10.7,22.0,248
Honda,Model_503,FULL-SIZE,4.3,6,AV,X,11.9,9.3,10.7,22.0,245
Hyundai,Model_504,SUV - SMALL,2.7,4,AS,Z,7.7,6.0,6.9,34.0,159
Honda,Model_505,MINIVAN,6.3,4,A,E,22.7,17.7,20.4,12.0,476
GM,Model_506,COMPACT,1.6,4,M,X,5.5,4.3,4.9,48.0,116
Hyundai,Model_507,STATION WAGON,1.3,4,AS,Z,4.0,3.0,3.5,67.0,82
BMW,Model_508,MID-SIZE,5.8,4,AV,E,21.8,17.0,19.7,12.0,460
GM,Model_509,SUV - SMALL,5.0,4,AS,Z,13.5,10.5,12.1,19.0,281
Mercedes,Model_510,STATION WAGON,1.4,8,A,X,6.4,5.0,5.8,41.0,137
GM,Model_511,SUV - STANDARD,2.3,6,AM,X,7.7,6.0,7.0,34.0,162
VW,Model_512,COMPACT,2.9,4,AS,X,8.4,6.6,7.6,31.0,173
BMW,Model_513,SUV - SMALL,5.8,4,AV,Z,16.0,12.5,14.5,16.0,336
Mercedes,Model_514,STATION WAGON,4.6,4,A,Z,12.0,9.4,10.8,22.0,254
Honda,Model_515,MID-SIZE,4.7,6,AV,X,13.8,10.8,12.4,19.0,284
VW,Model_516,SUV - STANDARD,1.5,4,AV,X,6.0,4.7,5.4,44.0,128
GM,Model_517,PICKUP TRUCK,1.8,6,A,X,6.2,4.9,5.6,42.0,131
Mercedes,Model_518,MID-SIZE,2.2,6,AV,X,7.6,5.9,6.9,34.0,157
Hyundai,Model_519,PICKUP TRUCK,2.4,6,A,E,11.7,9.1,10.5,22.0,250
VW,Model_520,TWO-SEATER,5.8,4,AV,X,15.2,11.9,13.7,17.0,314
VW,Model_521,TWO-SEATER,3.3,4,AS,Z,8.6,6.7,7.8,30.0,177
Toyota,Model_522,PICKUP TRUCK,4.0,4,A,X,10.7,8.3,9.6,25.0,219
Toyota,Model_523,FULL-SIZE,1.2,8,M,E,5.8,4.6,5.3,44.0,123
Hyundai,Model_524,STATION WAGON,5.6,4,A,X,15.6,12.2,14.1,17.0,332
VW,Model_525,STATION WAGON,1.6,3,M,D,4.3,3.3,3.8,62.0,103
BMW,Model_526,STATION WAGON,1.7,4,A,X,5.1,4.0,4.6,51.0,104
Toyota,Model_527,SUV - STANDARD,4.9,4,AV,X,14.1,11.0,12.7,19.0,288
Ford,Model_528,MID-SIZE,5.3,8,AV,Z,14.3,11.1,12.9,18.0,305
Toyota,Model_529,PICKUP TRUCK,3.8,8,A,X,12.3,9.6,11.1,21.0,262
Toyota,Model_530,TWO-SEATER,1.7,4,A,X,5.0,3.9,4.5,52.0,109
Honda,Model_531,TWO-SEATER,2.0,4,A,E,7.4,5.7,6.6,36.0,154
VW,Model_532,PICKUP TRUCK,5.4,6,M,Z,15.7,12.2,14.1,17.0,322
Honda,Model_533,COMPACT,3.7,4,AM,Z,9.1,7.1,8.2,29.0,193
BMW,Model_534,SUV - SMALL,5.5,6,AM,X,15.9,12.4,14.3,16.0,328
Honda,Model_535,STATION WAGON,4.3,6,AS,Z,12.6,9.8,11.4,21.0,256
VW,Model_536,PICKUP TRUCK,4.3,4,A,Z,10.6,8.3,9.6,25.0,227
GM,Model_537,TWO-SEATER,3.4,4,AM,D,7.9,6.2,7.2,33.0,201
Honda,Model_538,MINIVAN,1.5,4,AV,X,4.3,3.3,3.9,60.0,83
Mercedes,Model_539,TWO-SEATER,6.2,8,A,X,18.9,14.7,17.0,14.0,400
Toyota,Model_540,FULL-SIZE,1.5,4,AM,X,5.7,4.4,5.1,46.0,124
VW,Model_541,MID-SIZE,4.9,6,AM,X,13.7,10.7,12.3,19.0,289
Honda,Model_542,SUV - STANDARD,2.7,4,AS,Z,6.7,5.2,6.0,39.0,125
Hyundai,Model_543,STATION WAGON,4.1,8,M,X,13.0,10.1,11.7,20.0,271
Mercedes,Model_544,SUV - STANDARD,2.3,8,A,E,9.8,7.6,8.8,27.0,214
Hyundai,Model_545,FULL-SIZE,4.8,8,AM,D,12.9,10.0,11.6,20.0,314
Honda,Model_546,COMPACT,2.5,6,AS,Z,7.9,6.2,7.1,33.0,160
Toyota,Model_547,COMPACT,5.3,8,A,Z,14.4,11.2,13.0,18.0,294
BMW,Model_548,SUV - SMALL,2.2,4,A,Z,6.1,4.8,5.5,43.0,134
Mercedes,Model_549,SUV - STANDARD,1.4,3,AM,Z,4.0,3.0,3.5,67.0,79
Mercedes,Model_550,COMPACT,2.0,4,A,X,5.7,4.4,5.1,46.0,112
Toyota,Model_551,SUV - SMALL,5.7,6,AS,E,20.7,16.1,18.6,13.0,428
Ford,Model_552,PICKUP TRUCK,3.8,4,A,Z,10.3,8.1,9.3,25.0,217
Mercedes,Model_553,FULL-SIZE,6.2,6,AV,X,17.5,13.7,15.8,15.0,363
Hyundai,Model_554,SUV - STANDARD,3.5,4,A,D,8.2,6.4,7.4,32.0,200
Mercedes,Model_555,MINIVAN,1.4,4,AV,D,4.0,3.0,3.5,67.0,91
Hyundai,Model_556,SUV - STANDARD,2.0,4,AS,X,5.3,4.1,4.8,49.0,117
BMW,Model_557,SUV - SMALL,4.9,6,AV,X,13.0,10.2,11.7,20.0,272
Honda,Model_558,MINIVAN,1.3,4,AS,D,4.0,3.0,3.5,67.0,105
Mercedes,Model_559,SUV - STANDARD,4.5,6,AM,N,12.2,9.5,11.0,21.0,250
Mercedes,Model_560,SUV - STANDARD,2.2,6,AS,X,8.6,6.7,7.8,30.0,188
GM,Model_561,SUV - SMALL,3.6,6,AM,D,9.8,7.6,8.8,27.0,235
Ford,Model_562,SUV - SMALL,6.2,6,AS,Z,18.0,14.1,16.3,14.0,371
Mercedes,Model_563,SUV - STANDARD,1.5,12,AV,E,8.4,6.6,7.6,31.0,165
Honda,Model_564,MINIVAN,2.7,6,AS,N,6.8,5.3,6.1,39.0,139
Toyota,Model_565,COMPACT,6.2,6,AV,X,17.0,13.3,15.3,15.0,360
Honda,Model_566,PICKUP TRUCK,1.2,4,AS,E,6.0,4.7,5.4,44.0,130
Hyundai,Model_567,SUV - STANDARD,3.7,4,AS,N,9.5,7.4,8.6,27.0,200
Hyundai,Model_568,FULL-SIZE,3.5,4,M,X,10.0,7.8,9.0,26.0,205
Mercedes,Model_569,MINIVAN,4.5,3,M,Z,11.3,8.8,10.2,23.0,238
Toyota,Model_570,FULL-SIZE,4.2,8,AM,X,14.7,11.5,13.3,18.0,295
Ford,Model_571,COMPACT,1.8,4,M,D,4.4,3.5,4.0,59.0,117
Ford,Model_572,COMPACT,5.7,6,AV,X,16.7,13.0,15.0,16.0,353
Honda,Model_573,MINIVAN,2.4,6,AS,X,7.0,5.5,6.3,37.0,151
Hyundai,Model_574,MID-SIZE,1.3,4,M,Z,4.0,3.0,3.5,67.0,90
Ford,Model_575,SUV - STANDARD,6.3,4,AM,Z,17.8,13.9,16.1,15.0,369
GM,Model_576,SUV - SMALL,2.6,4,M,E,10.3,8.1,9.3,25.0,208
Honda,Model_577,PICKUP TRUCK,5.8,3,AV,Z,16.0,12.5,14.5,16.0,331
Honda,Model_578,SUV - STANDARD,5.7,4,AM,Z,15.0,11.7,13.5,17.0,308
Honda,Model_579,FULL-SIZE,1.1,4,AS,Z,4.0,3.0,3.5,67.0,77
Hyundai,Model_580,STATION WAGON,4.1,8,AV,X,13.0,10.1,11.7,20.0,270
Honda,Model_581,PICKUP TRUCK,4.4,6,AS,D,8.9,6.9,8.0,29.0,216
Honda,Model_582,SUV - STANDARD,3.9,4,AV,Z,10.7,8.4,9.6,25.0,219
Ford,Model_583,PICKUP TRUCK,3.1,6,A,E,11.0,8.6,9.9,24.0,224
Hyundai,Model_584,MID-SIZE,2.8,4,AS,X,9.3,7.3,8.4,28.0,192
GM,Model_585,COMPACT,3.0,6,M,Z,9.6,7.5,8.7,27.0,199
Ford,Model_586,PICKUP TRUCK,6.3,8,AV,X,18.9,14.7,17.0,14.0,383
Toyota,Model_587,SUV - STANDARD,6.5,4,AM,Z,17.4,13.5,15.6,15.0,360
